from_library,to_library,count,daily_average
FCH,PAR,55,0.859375
FCH,PDS,169,2.640625
FCH,PIN,1115,17.421875
FCH,PLA,39,0.609375
FCH,PLO,117,1.828125
FCH,POR,121,1.890625
FCH,POY,92,1.4375
FCH,RAN,25,0.390625
FCH,REE,250,3.90625
FCH,RIO,27,0.421875
FCH,RKS,14,0.21875
FCH,ROM,43,0.671875
FCH,ROS,58,0.90625
FCH,SCA,2,0.03125
FCH,SCL,0,0
FCH,SEQ,1713,26.765625
FCH,SGR,116,1.8125
FCH,SKC,124,1.9375
FCH,SMB,246,3.84375
FCH,STO,790,12.34375
FCH,STP,507,7.921875
FCH,SUN,2541,39.703125
FCH,VER,2442,38.15625
FCH,WAU,624,9.75
FCH,WID,97,1.515625
FCH,WYO,7,0.109375
FCH,ZZZ,23,0.359375
FCH,UNDEF,0,0
HAW,ACL,40,0.625
HAW,ALM,10,0.15625
HAW,ARP,16,0.25
HAW,BAR,148,2.3125
HAW,BER,24,0.375
HAW,BLV,49,0.765625
HAW,BRD,48,0.75
HAW,CBR,23,0.359375
HAW,CIA,28,0.4375
HAW,COL,50,0.78125
HAW,CSP,66,1.03125
HAW,DCL,54,0.84375
HAW,DEE,43,0.671875
HAW,DFT,160,2.5
HAW,FCH,283,4.421875
HAW,HAW,20511,320.484375
HAW,HPB,718,11.21875
HAW,LAK,1463,22.859375
HAW,LAV,6,0.09375
HAW,LDI,52,0.8125
HAW,MAD,1117,17.453125
HAW,MAR,16,0.25
HAW,MAZ,25,0.390625
HAW,MCF,120,1.875
HAW,MCM,219,3.421875
HAW,MEA,502,7.84375
HAW,MFD,6,0.09375
HAW,MID,539,8.421875
HAW,MNT,10,0.15625
HAW,MOO,227,3.546875
HAW,MRO,115,1.796875
HAW,MRS,6,0.09375
HAW,MSB,455,7.109375
HAW,MTH,132,2.0625
HAW,NEK,9,0.140625
HAW,NGL,50,0.78125
HAW,NOF,31,0.484375
HAW,ORE,135,2.109375
HAW,PAR,21,0.328125
HAW,PDS,84,1.3125
HAW,PIN,988,15.4375
HAW,PLA,20,0.3125
HAW,PLO,81,1.265625
HAW,POR,105,1.640625
HAW,POY,39,0.609375
HAW,RAN,4,0.0625
HAW,REE,88,1.375
HAW,RIO,5,0.078125
HAW,RKS,6,0.09375
HAW,ROM,18,0.28125
HAW,ROS,54,0.84375
HAW,SCA,7,0.109375
HAW,SCL,0,0
HAW,SEQ,1216,19
HAW,SGR,60,0.9375
HAW,SKC,69,1.078125
HAW,SMB,266,4.15625
HAW,STO,156,2.4375
HAW,STP,350,5.46875
HAW,SUN,380,5.9375
HAW,VER,507,7.921875
HAW,WAU,191,2.984375
HAW,WID,48,0.75
HAW,WYO,4,0.0625
HAW,ZZZ,27,0.421875
HAW,UNDEF,0,0
HPB,ACL,71,1.109375
HPB,ALM,19,0.296875
HPB,ARP,55,0.859375
HPB,BAR,300,4.6875
HPB,BER,72,1.125
HPB,BLV,109,1.703125
HPB,BRD,79,1.234375
HPB,CBR,68,1.0625
HPB,CIA,29,0.453125
HPB,COL,107,1.671875
HPB,CSP,116,1.8125
HPB,DCL,124,1.9375
HPB,DEE,114,1.78125
HPB,DFT,248,3.875
HPB,FCH,557,8.703125
HPB,HAW,969,15.140625
HPB,HPB,38411,600.171875
HPB,LAK,905,14.140625
HPB,LAV,7,0.109375
HPB,LDI,105,1.640625
HPB,MAD,2112,33
HPB,MAR,45,0.703125
HPB,MAZ,71,1.109375
HPB,MCF,275,4.296875
HPB,MCM,488,7.625
HPB,MEA,627,9.796875
HPB,MFD,26,0.40625
HPB,MID,1302,20.34375
HPB,MNT,26,0.40625
HPB,MOO,459,7.171875
HPB,MRO,238,3.71875
HPB,MRS,5,0.078125
HPB,MSB,277,4.328125
HPB,MTH,281,4.390625
HPB,NEK,48,0.75
HPB,NGL,128,2
HPB,NOF,13,0.203125
HPB,ORE,312,4.875
HPB,PAR,50,0.78125
HPB,PDS,151,2.359375
HPB,PIN,2228,34.8125
HPB,PLA,42,0.65625
HPB,PLO,180,2.8125
HPB,POR,168,2.625
HPB,POY,88,1.375
HPB,RAN,12,0.1875
HPB,REE,185,2.890625
HPB,RIO,8,0.125
HPB,RKS,8,0.125
HPB,ROM,45,0.703125
HPB,ROS,65,1.015625
HPB,SCA,5,0.078125
HPB,SCL,0,0
HPB,SEQ,4615,72.109375
HPB,SGR,120,1.875
HPB,SKC,121,1.890625
HPB,SMB,310,4.84375
HPB,STO,381,5.953125
HPB,STP,738,11.53125
HPB,SUN,838,13.09375
HPB,VER,960,15
HPB,WAU,439,6.859375
HPB,WID,108,1.6875
HPB,WYO,3,0.046875
HPB,ZZZ,30,0.46875
HPB,UNDEF,0,0
LAK,ACL,56,0.875
LAK,ALM,11,0.171875
LAK,ARP,16,0.25
LAK,BAR,160,2.5
LAK,BER,24,0.375
LAK,BLV,49,0.765625
LAK,BRD,72,1.125
LAK,CBR,25,0.390625
LAK,CIA,18,0.28125
LAK,COL,56,0.875
LAK,CSP,52,0.8125
LAK,DCL,61,0.953125
LAK,DEE,30,0.46875
LAK,DFT,145,2.265625
LAK,FCH,283,4.421875
LAK,HAW,577,9.015625
LAK,HPB,798,12.46875
LAK,LAK,25125,392.578125
LAK,LAV,6,0.09375
LAK,LDI,58,0.90625
LAK,MAD,1098,17.15625
LAK,MAR,25,0.390625
LAK,MAZ,33,0.515625
LAK,MCF,143,2.234375
LAK,MCM,264,4.125
LAK,MEA,650,10.15625
LAK,MFD,21,0.328125
LAK,MID,572,8.9375
LAK,MNT,11,0.171875
LAK,MOO,193,3.015625
LAK,MRO,144,2.25
LAK,MRS,5,0.078125
LAK,MSB,517,8.078125
LAK,MTH,140,2.1875
LAK,NEK,14,0.21875
LAK,NGL,60,0.9375
LAK,NOF,14,0.21875
LAK,ORE,167,2.609375
LAK,PAR,15,0.234375
LAK,PDS,119,1.859375
LAK,PIN,1119,17.484375
LAK,PLA,19,0.296875
LAK,PLO,93,1.453125
LAK,POR,82,1.28125
LAK,POY,45,0.703125
LAK,RAN,8,0.125
LAK,REE,110,1.71875
LAK,RIO,0,0
LAK,RKS,3,0.046875
LAK,ROM,26,0.40625
LAK,ROS,45,0.703125
LAK,SCA,5,0.078125
LAK,SCL,0,0
LAK,SEQ,1370,21.40625
LAK,SGR,64,1
LAK,SKC,70,1.09375
LAK,SMB,390,6.09375
LAK,STO,166,2.59375
LAK,STP,406,6.34375
LAK,SUN,399,6.234375
LAK,VER,459,7.171875
LAK,WAU,245,3.828125
LAK,WID,58,0.90625
LAK,WYO,4,0.0625
LAK,ZZZ,20,0.3125
LAK,UNDEF,0,0
LAV,ACL,16,0.25
LAV,ALM,1,0.015625
LAV,ARP,1,0.015625
LAV,BAR,234,3.65625
LAV,BER,4,0.0625
LAV,BLV,5,0.078125
LAV,BRD,9,0.140625
LAV,CBR,0,0
LAV,CIA,6,0.09375
LAV,COL,23,0.359375
LAV,CSP,6,0.09375
LAV,DCL,14,0.21875
LAV,DEE,5,0.078125
LAV,DFT,11,0.171875
LAV,FCH,43,0.671875
LAV,HAW,16,0.25
LAV,HPB,42,0.65625
LAV,LAK,29,0.453125
LAV,LAV,773,12.078125
LAV,LDI,31,0.484375
LAV,MAD,48,0.75
LAV,MAR,1,0.015625
LAV,MAZ,1,0.015625
LAV,MCF,12,0.1875
LAV,MCM,23,0.359375
LAV,MEA,20,0.3125
LAV,MFD,4,0.0625
LAV,MID,66,1.03125
LAV,MNT,0,0
LAV,MOO,21,0.328125
LAV,MRO,12,0.1875
LAV,MRS,0,0
LAV,MSB,32,0.5
LAV,MTH,12,0.1875
LAV,NEK,7,0.109375
LAV,NGL,11,0.171875
LAV,NOF,6,0.09375
LAV,ORE,17,0.265625
LAV,PAR,8,0.125
LAV,PDS,44,0.6875
LAV,PIN,37,0.578125
LAV,PLA,41,0.640625
LAV,PLO,8,0.125
LAV,POR,46,0.71875
LAV,POY,26,0.40625
LAV,RAN,9,0.140625
LAV,REE,98,1.53125
LAV,RIO,4,0.0625
LAV,RKS,3,0.046875
LAV,ROM,4,0.0625
LAV,ROS,5,0.078125
LAV,SCA,0,0
LAV,SCL,0,0
LAV,SEQ,81,1.265625
LAV,SGR,25,0.390625
LAV,SKC,44,0.6875
LAV,SMB,36,0.5625
LAV,STO,24,0.375
LAV,STP,18,0.28125
LAV,SUN,52,0.8125
LAV,VER,74,1.15625
LAV,WAU,46,0.71875
LAV,WID,28,0.4375
LAV,WYO,1,0.015625
LAV,ZZZ,1,0.015625
LAV,UNDEF,0,0
LDI,ACL,17,0.265625
LDI,ALM,4,0.0625
LDI,ARP,0,0
LDI,BAR,76,1.1875
LDI,BER,9,0.140625
LDI,BLV,48,0.75
LDI,BRD,30,0.46875
LDI,CBR,27,0.421875
LDI,CIA,52,0.8125
LDI,COL,185,2.890625
LDI,CSP,52,0.8125
LDI,DCL,21,0.328125
LDI,DEE,19,0.296875
LDI,DFT,114,1.78125
LDI,FCH,181,2.828125
LDI,HAW,114,1.78125
LDI,HPB,202,3.15625
LDI,LAK,164,2.5625
LDI,LAV,5,0.078125
LDI,LDI,8386,131.03125
LDI,MAD,182,2.84375
LDI,MAR,22,0.34375
LDI,MAZ,15,0.234375
LDI,MCF,113,1.765625
LDI,MCM,97,1.515625
LDI,MEA,120,1.875
LDI,MFD,1,0.015625
LDI,MID,369,5.765625
LDI,MNT,3,0.046875
LDI,MOO,147,2.296875
LDI,MRO,70,1.09375
LDI,MRS,0,0
LDI,MSB,222,3.46875
LDI,MTH,99,1.546875
LDI,NEK,8,0.125
LDI,NGL,24,0.375
LDI,NOF,1,0.015625
LDI,ORE,128,2
LDI,PAR,57,0.890625
LDI,PDS,42,0.65625
LDI,PIN,320,5
LDI,PLA,17,0.265625
LDI,PLO,25,0.390625
LDI,POR,195,3.046875
LDI,POY,281,4.390625
LDI,RAN,47,0.734375
LDI,REE,56,0.875
LDI,RIO,7,0.109375
LDI,RKS,3,0.046875
LDI,ROM,3,0.046875
LDI,ROS,12,0.1875
LDI,SCA,1,0.015625
LDI,SCL,0,0
LDI,SEQ,398,6.21875
LDI,SGR,30,0.46875
LDI,SKC,44,0.6875
LDI,SMB,74,1.15625
LDI,STO,93,1.453125
LDI,STP,88,1.375
LDI,SUN,284,4.4375
LDI,VER,366,5.71875
LDI,WAU,146,2.28125
LDI,WID,167,2.609375
LDI,WYO,3,0.046875
LDI,ZZZ,5,0.078125
LDI,UNDEF,0,0
MAD,ACL,482,7.53125
MAD,ALM,60,0.9375
MAD,ARP,231,3.609375
MAD,BAR,1167,18.234375
MAD,BER,201,3.140625
MAD,BLV,298,4.65625
MAD,BRD,503,7.859375
MAD,CBR,427,6.671875
MAD,CIA,109,1.703125
MAD,COL,380,5.9375
MAD,CSP,383,5.984375
MAD,DCL,447,6.984375
MAD,DEE,293,4.578125
MAD,DFT,1121,17.515625
MAD,FCH,1868,29.1875
MAD,HAW,4748,74.1875
MAD,HPB,5258,82.15625
MAD,LAK,4362,68.15625
MAD,LAV,59,0.921875
MAD,LDI,590,9.21875
MAD,MAD,55954,874.28125
MAD,MAR,149,2.328125
MAD,MAZ,201,3.140625
MAD,MCF,817,12.765625
MAD,MCM,2296,35.875
MAD,MEA,3494,54.59375
MAD,MFD,108,1.6875
MAD,MID,3845,60.078125
MAD,MNT,94,1.46875
MAD,MOO,1614,25.21875
MAD,MRO,1053,16.453125
MAD,MRS,20,0.3125
MAD,MSB,2956,46.1875
MAD,MTH,919,14.359375
MAD,NEK,178,2.78125
MAD,NGL,491,7.671875
MAD,NOF,124,1.9375
MAD,ORE,1212,18.9375
MAD,PAR,141,2.203125
MAD,PDS,764,11.9375
MAD,PIN,8519,133.109375
MAD,PLA,151,2.359375
MAD,PLO,687,10.734375
MAD,POR,598,9.34375
MAD,POY,365,5.703125
MAD,RAN,62,0.96875
MAD,REE,839,13.109375
MAD,RIO,65,1.015625
MAD,RKS,37,0.578125
MAD,ROM,174,2.71875
MAD,ROS,236,3.6875
MAD,SCA,35,0.546875
MAD,SCL,0,0
MAD,SEQ,9018,140.90625
MAD,SGR,550,8.59375
MAD,SKC,581,9.078125
MAD,SMB,2148,33.5625
MAD,STO,1429,22.328125
MAD,STP,2922,45.65625
MAD,SUN,2688,42
MAD,VER,2730,42.65625
MAD,WAU,1162,18.15625
MAD,WID,450,7.03125
MAD,WYO,20,0.3125
MAD,ZZZ,221,3.453125
MAD,UNDEF,0,0
MAR,ACL,21,0.328125
MAR,ALM,5,0.078125
MAR,ARP,3,0.046875
MAR,BAR,81,1.265625
MAR,BER,26,0.40625
MAR,BLV,61,0.953125
MAR,BRD,19,0.296875
MAR,CBR,29,0.453125
MAR,CIA,6,0.09375
MAR,COL,18,0.28125
MAR,CSP,48,0.75
MAR,DCL,40,0.625
MAR,DEE,43,0.671875
MAR,DFT,93,1.453125
MAR,FCH,142,2.21875
MAR,HAW,94,1.46875
MAR,HPB,143,2.234375
MAR,LAK,106,1.65625
MAR,LAV,6,0.09375
MAR,LDI,32,0.5
MAR,MAD,145,2.265625
MAR,MAR,4350,67.96875
MAR,MAZ,34,0.53125
MAR,MCF,63,0.984375
MAR,MCM,84,1.3125
MAR,MEA,73,1.140625
MAR,MFD,4,0.0625
MAR,MID,232,3.625
MAR,MNT,3,0.046875
MAR,MOO,185,2.890625
MAR,MRO,61,0.953125
MAR,MRS,1,0.015625
MAR,MSB,48,0.75
MAR,MTH,60,0.9375
MAR,NEK,4,0.0625
MAR,NGL,15,0.234375
MAR,NOF,3,0.046875
MAR,ORE,295,4.609375
MAR,PAR,8,0.125
MAR,PDS,45,0.703125
MAR,PIN,172,2.6875
MAR,PLA,7,0.109375
MAR,PLO,34,0.53125
MAR,POR,28,0.4375
MAR,POY,31,0.484375
MAR,RAN,4,0.0625
MAR,REE,34,0.53125
MAR,RIO,7,0.109375
MAR,RKS,0,0
MAR,ROM,10,0.15625
MAR,ROS,7,0.109375
MAR,SCA,0,0
MAR,SCL,0,0
MAR,SEQ,275,4.296875
MAR,SGR,14,0.21875
MAR,SKC,28,0.4375
MAR,SMB,39,0.609375
MAR,STO,46,0.71875
MAR,STP,102,1.59375
MAR,SUN,179,2.796875
MAR,VER,188,2.9375
MAR,WAU,106,1.65625
MAR,WID,20,0.3125
MAR,WYO,2,0.03125
MAR,ZZZ,4,0.0625
MAR,UNDEF,0,0
MAZ,ACL,18,0.28125
MAZ,ALM,4,0.0625
MAZ,ARP,4,0.0625
MAZ,BAR,24,0.375
MAZ,BER,12,0.1875
MAZ,BLV,18,0.28125
MAZ,BRD,12,0.1875
MAZ,CBR,11,0.171875
MAZ,CIA,3,0.046875
MAZ,COL,32,0.5
MAZ,CSP,28,0.4375
MAZ,DCL,20,0.3125
MAZ,DEE,30,0.46875
MAZ,DFT,36,0.5625
MAZ,FCH,238,3.71875
MAZ,HAW,53,0.828125
MAZ,HPB,96,1.5
MAZ,LAK,95,1.484375
MAZ,LAV,0,0
MAZ,LDI,9,0.140625
MAZ,MAD,81,1.265625
MAZ,MAR,18,0.28125
MAZ,MAZ,2304,36
MAZ,MCF,122,1.90625
MAZ,MCM,41,0.640625
MAZ,MEA,69,1.078125
MAZ,MFD,2,0.03125
MAZ,MID,310,4.84375
MAZ,MNT,1,0.015625
MAZ,MOO,83,1.296875
MAZ,MRO,43,0.671875
MAZ,MRS,0,0
MAZ,MSB,20,0.3125
MAZ,MTH,88,1.375
MAZ,NEK,3,0.046875
MAZ,NGL,10,0.15625
MAZ,NOF,0,0
MAZ,ORE,84,1.3125
MAZ,PAR,5,0.078125
MAZ,PDS,20,0.3125
MAZ,PIN,126,1.96875
MAZ,PLA,4,0.0625
MAZ,PLO,15,0.234375
MAZ,POR,15,0.234375
MAZ,POY,17,0.265625
MAZ,RAN,4,0.0625
MAZ,REE,26,0.40625
MAZ,RIO,3,0.046875
MAZ,RKS,6,0.09375
MAZ,ROM,8,0.125
MAZ,ROS,10,0.15625
MAZ,SCA,0,0
MAZ,SCL,0,0
MAZ,SEQ,204,3.1875
MAZ,SGR,14,0.21875
MAZ,SKC,7,0.109375
MAZ,SMB,16,0.25
MAZ,STO,123,1.921875
MAZ,STP,46,0.71875
MAZ,SUN,282,4.40625
MAZ,VER,246,3.84375
MAZ,WAU,333,5.203125
MAZ,WID,13,0.203125
MAZ,WYO,1,0.015625
MAZ,ZZZ,0,0
MAZ,UNDEF,0,0
MCF,ACL,44,0.6875
MCF,ALM,18,0.28125
MCF,ARP,31,0.484375
MCF,BAR,181,2.828125
MCF,BER,65,1.015625
MCF,BLV,146,2.28125
MCF,BRD,57,0.890625
MCF,CBR,81,1.265625
MCF,CIA,27,0.421875
MCF,COL,71,1.109375
MCF,CSP,207,3.234375
MCF,DCL,87,1.359375
MCF,DEE,112,1.75
MCF,DFT,413,6.453125
MCF,FCH,506,7.90625
MCF,HAW,382,5.96875
MCF,HPB,538,8.40625
MCF,LAK,413,6.453125
MCF,LAV,17,0.265625
MCF,LDI,66,1.03125
MCF,MAD,520,8.125
MCF,MAR,80,1.25
MCF,MAZ,58,0.90625
MCF,MCF,29492,460.8125
MCF,MCM,182,2.84375
MCF,MEA,284,4.4375
MCF,MFD,13,0.203125
MCF,MID,2378,37.15625
MCF,MNT,12,0.1875
MCF,MOO,524,8.1875
MCF,MRO,147,2.296875
MCF,MRS,4,0.0625
MCF,MSB,173,2.703125
MCF,MTH,462,7.21875
MCF,NEK,25,0.390625
MCF,NGL,59,0.921875
MCF,NOF,6,0.09375
MCF,ORE,610,9.53125
MCF,PAR,18,0.28125
MCF,PDS,80,1.25
MCF,PIN,687,10.734375
MCF,PLA,26,0.40625
MCF,PLO,87,1.359375
MCF,POR,95,1.484375
MCF,POY,40,0.625
MCF,RAN,10,0.15625
MCF,REE,165,2.578125
MCF,RIO,6,0.09375
MCF,RKS,7,0.109375
MCF,ROM,27,0.421875
MCF,ROS,41,0.640625
MCF,SCA,0,0
MCF,SCL,0,0
MCF,SEQ,1134,17.71875
MCF,SGR,68,1.0625
MCF,SKC,86,1.34375
MCF,SMB,188,2.9375
MCF,STO,643,10.046875
MCF,STP,294,4.59375
MCF,SUN,2489,38.890625
MCF,VER,2144,33.5
MCF,WAU,481,7.515625
MCF,WID,52,0.8125
MCF,WYO,0,0
MCF,ZZZ,10,0.15625
MCF,UNDEF,0,0
MCM,ACL,578,9.03125
MCM,ALM,11,0.171875
MCM,ARP,274,4.28125
MCM,BAR,996,15.5625
MCM,BER,43,0.671875
MCM,BLV,140,2.1875
MCM,BRD,389,6.078125
MCM,CBR,62,0.96875
MCM,CIA,71,1.109375
MCM,COL,260,4.0625
MCM,CSP,133,2.078125
MCM,DCL,149,2.328125
MCM,DEE,105,1.640625
MCM,DFT,283,4.421875
MCM,FCH,473,7.390625
MCM,HAW,403,6.296875
MCM,HPB,596,9.3125
MCM,LAK,496,7.75
MCM,LAV,50,0.78125
MCM,LDI,308,4.8125
MCM,MAD,727,11.359375
MCM,MAR,60,0.9375
MCM,MAZ,53,0.828125
MCM,MCF,237,3.703125
MCM,MCM,40330,630.15625
MCM,MEA,390,6.09375
MCM,MFD,118,1.84375
MCM,MID,1031,16.109375
MCM,MNT,89,1.390625
MCM,MOO,390,6.09375
MCM,MRO,1095,17.109375
MCM,MRS,7,0.109375
MCM,MSB,488,7.625
MCM,MTH,252,3.9375
MCM,NEK,234,3.65625
MCM,NGL,389,6.078125
MCM,NOF,121,1.890625
MCM,ORE,381,5.953125
MCM,PAR,82,1.28125
MCM,PDS,418,6.53125
MCM,PIN,911,14.234375
MCM,PLA,139,2.171875
MCM,PLO,111,1.734375
MCM,POR,376,5.875
MCM,POY,193,3.015625
MCM,RAN,59,0.921875
MCM,REE,610,9.53125
MCM,RIO,19,0.296875
MCM,RKS,21,0.328125
MCM,ROM,201,3.140625
MCM,ROS,39,0.609375
MCM,SCA,0,0
MCM,SCL,0,0
MCM,SEQ,1197,18.703125
MCM,SGR,328,5.125
MCM,SKC,381,5.953125
MCM,SMB,180,2.8125
MCM,STO,351,5.484375
MCM,STP,408,6.375
MCM,SUN,794,12.40625
MCM,VER,818,12.78125
MCM,WAU,370,5.78125
MCM,WID,180,2.8125
MCM,WYO,21,0.328125
MCM,ZZZ,22,0.34375
MCM,UNDEF,0,0
MEA,ACL,42,0.65625
MEA,ALM,3,0.046875
MEA,ARP,10,0.15625
MEA,BAR,114,1.78125
MEA,BER,33,0.515625
MEA,BLV,52,0.8125
MEA,BRD,52,0.8125
MEA,CBR,59,0.921875
MEA,CIA,12,0.1875
MEA,COL,42,0.65625
MEA,CSP,38,0.59375
MEA,DCL,51,0.796875
MEA,DEE,35,0.546875
MEA,DFT,148,2.3125
MEA,FCH,266,4.15625
MEA,HAW,489,7.640625
MEA,HPB,1016,15.875
MEA,LAK,341,5.328125
MEA,LAV,14,0.21875
MEA,LDI,74,1.15625
MEA,MAD,1035,16.171875
MEA,MAR,18,0.28125
MEA,MAZ,28,0.4375
MEA,MCF,135,2.109375
MEA,MCM,241,3.765625
MEA,MEA,16366,255.71875
MEA,MFD,11,0.171875
MEA,MID,590,9.21875
MEA,MNT,11,0.171875
MEA,MOO,197,3.078125
MEA,MRO,118,1.84375
MEA,MRS,3,0.046875
MEA,MSB,925,14.453125
MEA,MTH,124,1.9375
MEA,NEK,16,0.25
MEA,NGL,64,1
MEA,NOF,11,0.171875
MEA,ORE,187,2.921875
MEA,PAR,21,0.328125
MEA,PDS,108,1.6875
MEA,PIN,934,14.59375
MEA,PLA,23,0.359375
MEA,PLO,58,0.90625
MEA,POR,95,1.484375
MEA,POY,38,0.59375
MEA,RAN,11,0.171875
MEA,REE,113,1.765625
MEA,RIO,5,0.078125
MEA,RKS,4,0.0625
MEA,ROM,13,0.203125
MEA,ROS,24,0.375
MEA,SCA,1,0.015625
MEA,SCL,0,0
MEA,SEQ,1860,29.0625
MEA,SGR,49,0.765625
MEA,SKC,76,1.1875
MEA,SMB,474,7.40625
MEA,STO,157,2.453125
MEA,STP,349,5.453125
MEA,SUN,396,6.1875
MEA,VER,533,8.328125
MEA,WAU,213,3.328125
MEA,WID,41,0.640625
MEA,WYO,1,0.015625
MEA,ZZZ,30,0.46875
MEA,UNDEF,0,0
MFD,ACL,36,0.5625
MFD,ALM,5,0.078125
MFD,ARP,3,0.046875
MFD,BAR,56,0.875
MFD,BER,10,0.15625
MFD,BLV,21,0.328125
MFD,BRD,23,0.359375
MFD,CBR,20,0.3125
MFD,CIA,4,0.0625
MFD,COL,20,0.3125
MFD,CSP,29,0.453125
MFD,DCL,20,0.3125
MFD,DEE,33,0.515625
MFD,DFT,74,1.15625
MFD,FCH,91,1.421875
MFD,HAW,79,1.234375
MFD,HPB,112,1.75
MFD,LAK,108,1.6875
MFD,LAV,5,0.078125
MFD,LDI,33,0.515625
MFD,MAD,105,1.640625
MFD,MAR,7,0.109375
MFD,MAZ,14,0.21875
MFD,MCF,50,0.78125
MFD,MCM,96,1.5
MFD,MEA,92,1.4375
MFD,MFD,8149,127.328125
MFD,MID,220,3.4375
MFD,MNT,13,0.203125
MFD,MOO,78,1.21875
MFD,MRO,68,1.0625
MFD,MRS,1,0.015625
MFD,MSB,41,0.640625
MFD,MTH,64,1
MFD,NEK,14,0.21875
MFD,NGL,26,0.40625
MFD,NOF,6,0.09375
MFD,ORE,81,1.265625
MFD,PAR,9,0.140625
MFD,PDS,42,0.65625
MFD,PIN,220,3.4375
MFD,PLA,7,0.109375
MFD,PLO,30,0.46875
MFD,POR,49,0.765625
MFD,POY,28,0.4375
MFD,RAN,5,0.078125
MFD,REE,63,0.984375
MFD,RIO,4,0.0625
MFD,RKS,5,0.078125
MFD,ROM,16,0.25
MFD,ROS,8,0.125
MFD,SCA,1,0.015625
MFD,SCL,0,0
MFD,SEQ,227,3.546875
MFD,SGR,26,0.40625
MFD,SKC,39,0.609375
MFD,SMB,35,0.546875
MFD,STO,73,1.140625
MFD,STP,58,0.90625
MFD,SUN,160,2.5
MFD,VER,200,3.125
MFD,WAU,95,1.484375
MFD,WID,20,0.3125
MFD,WYO,3,0.046875
MFD,ZZZ,4,0.0625
MFD,UNDEF,0,0
MID,ACL,131,2.046875
MID,ALM,6,0.09375
MID,ARP,53,0.828125
MID,BAR,318,4.96875
MID,BER,75,1.171875
MID,BLV,204,3.1875
MID,BRD,120,1.875
MID,CBR,131,2.046875
MID,CIA,43,0.671875
MID,COL,114,1.78125
MID,CSP,250,3.90625
MID,DCL,223,3.484375
MID,DEE,179,2.796875
MID,DFT,525,8.203125
MID,FCH,954,14.90625
MID,HAW,849,13.265625
MID,HPB,1106,17.28125
MID,LAK,810,12.65625
MID,LAV,17,0.265625
MID,LDI,157,2.453125
MID,MAD,1211,18.921875
MID,MAR,152,2.375
MID,MAZ,65,1.015625
MID,MCF,429,6.703125
MID,MCM,444,6.9375
MID,MEA,639,9.984375
MID,MFD,22,0.34375
MID,MID,96795,1512.421875
MID,MNT,14,0.21875
MID,MOO,1043,16.296875
MID,MRO,261,4.078125
MID,MRS,7,0.109375
MID,MSB,384,6
MID,MTH,853,13.328125
MID,NEK,58,0.90625
MID,NGL,120,1.875
MID,NOF,27,0.421875
MID,ORE,1026,16.03125
MID,PAR,26,0.40625
MID,PDS,262,4.09375
MID,PIN,1596,24.9375
MID,PLA,61,0.953125
MID,PLO,131,2.046875
MID,POR,176,2.75
MID,POY,78,1.21875
MID,RAN,22,0.34375
MID,REE,229,3.578125
MID,RIO,13,0.203125
MID,RKS,12,0.1875
MID,ROM,40,0.625
MID,ROS,71,1.109375
MID,SCA,9,0.140625
MID,SCL,0,0
MID,SEQ,2207,34.484375
MID,SGR,126,1.96875
MID,SKC,140,2.1875
MID,SMB,395,6.171875
MID,STO,1203,18.796875
MID,STP,560,8.75
MID,SUN,3284,51.3125
MID,VER,4158,64.96875
MID,WAU,778,12.15625
MID,WID,133,2.078125
MID,WYO,13,0.203125
MID,ZZZ,52,0.8125
MID,UNDEF,0,0
MNT,ACL,7,0.109375
MNT,ALM,0,0
MNT,ARP,0,0
MNT,BAR,87,1.359375
MNT,BER,5,0.078125
MNT,BLV,10,0.15625
MNT,BRD,93,1.453125
MNT,CBR,22,0.34375
MNT,CIA,6,0.09375
MNT,COL,32,0.5
MNT,CSP,13,0.203125
MNT,DCL,23,0.359375
MNT,DEE,8,0.125
MNT,DFT,41,0.640625
MNT,FCH,65,1.015625
MNT,HAW,48,0.75
MNT,HPB,74,1.15625
MNT,LAK,56,0.875
MNT,LAV,3,0.046875
MNT,LDI,36,0.5625
MNT,MAD,59,0.921875
MNT,MAR,11,0.171875
MNT,MAZ,7,0.109375
MNT,MCF,32,0.5
MNT,MCM,23,0.359375
MNT,MEA,67,1.046875
MNT,MFD,1,0.015625
MNT,MID,165,2.578125
MNT,MNT,2602,40.65625
MNT,MOO,58,0.90625
MNT,MRO,361,5.640625
MNT,MRS,0,0
MNT,MSB,44,0.6875
MNT,MTH,29,0.453125
MNT,NEK,3,0.046875
MNT,NGL,183,2.859375
MNT,NOF,5,0.078125
MNT,ORE,38,0.59375
MNT,PAR,2,0.03125
MNT,PDS,34,0.53125
MNT,PIN,108,1.6875
MNT,PLA,14,0.21875
MNT,PLO,12,0.1875
MNT,POR,41,0.640625
MNT,POY,23,0.359375
MNT,RAN,3,0.046875
MNT,REE,99,1.546875
MNT,RIO,4,0.0625
MNT,RKS,3,0.046875
MNT,ROM,4,0.0625
MNT,ROS,6,0.09375
MNT,SCA,0,0
MNT,SCL,0,0
MNT,SEQ,136,2.125
MNT,SGR,62,0.96875
MNT,SKC,79,1.234375
MNT,SMB,19,0.296875
MNT,STO,36,0.5625
MNT,STP,45,0.703125
MNT,SUN,114,1.78125
MNT,VER,95,1.484375
MNT,WAU,44,0.6875
MNT,WID,31,0.484375
MNT,WYO,0,0
